rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,type,aroundhead,backhand,landing_height,landing_area,landing_x,landing_y,lose_reason,getpoint_player,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,set,match_id,rally_id,rally_length
6,2,0:10:00,18010,2,4,10,net shot,0,1,2,2,1.104878049,-0.11265625,,,7,163,594.05,8,169.1,283.97,1,21,1682,10
6,3,0:10:01,18037,2,4,19,net shot,0,1,2,2,-0.954878049,0.242864583,,,7,247.2,399.4,8,200.8,619,1,21,1682,10
6,4,0:10:02,18065,2,4,10,lob,0,1,1,4,1.225609756,-1.516770833,,,7,126.9,546.18,8,192.3,331.5,1,21,1682,10
6,5,0:10:03,18109,2,4,19,drop,0,0,2,8,0.751219512,0.700364583,,,9,247.4,178.78,8,210.8,657.61,1,21,1682,10
6,6,0:10:04,18127,2,4,10,net shot,0,0,2,7,-0.86097561,-0.1703125,,,8,223.7,648.44,8,230.1,231.92,1,21,1682,10
6,7,0:10:05,18156,2,4,19,lob,0,0,1,9,0.784146341,1.62125,,,7,119.6,368.42,8,169.9,630.29,1,21,1682,10
6,8,0:10:06,18194,2,4,10,smash,0,0,2,8,0.791463415,-0.94484375,,,9,224.1,778.07,8,147.1,270.42,1,21,1682,10
6,9,0:10:06,18205,2,4,19,defensive shot,0,1,2,7,0.397560976,0.611458333,,,8,146.1,283.44,9,246.6,778.38,1,21,1682,10
6,10,0:10:07,18228,2,4,10,lob,0,1,2,10,0.759756098,-1.71921875,out,10,8,226.4,603.34,8,170.9,264.37,1,21,1682,10
7,1,0:10:28,18840,3,4,19,short service,0,1,2,7,0.670731707,0.304166667,,,8,171.9,334.08,8,218.9,661.45,1,21,1683,9
7,2,0:10:28,18859,3,4,10,lob,0,0,1,3,-1.191463415,-1.542552083,,,7,221.6,582.54,8,171.8,315.69,1,21,1683,9
7,3,0:10:29,18894,3,4,19,drive,0,0,2,6,-1.024390244,0.943645833,,,3,92.7,178.62,8,180.8,624.59,1,21,1683,9
7,4,0:10:30,18908,3,4,10,defensive shot,0,1,2,1,-0.92195122,-0.485677083,,,8,162.6,634.05,9,108,200.8,1,21,1683,9
7,5,0:10:31,18932,3,4,19,net shot,0,0,2,7,-0.168292683,0.36890625,,,8,126.3,336.1,8,152.4,641.58,1,21,1683,9
7,6,0:10:31,18954,3,4,10,net shot,0,1,2,2,1.119512195,-0.16703125,,,7,188.7,569.19,8,146,305.75,1,21,1683,9
7,7,0:10:32,18979,3,4,19,lob,0,1,1,3,1.262195122,1.51265625,,,7,241.5,382.46,8,196.5,606.89,1,21,1683,9
7,8,0:10:33,19011,3,4,10,drop,0,0,2,5,-1.184146341,-0.563489583,,,3,260.3,764.91,8,190.7,300.45,1,21,1683,9
7,9,0:10:34,19038,3,4,19,net shot,0,0,2,1,-1.265853659,-0.039114583,touched the net,10,5,95.5,313.99,8,202.9,666.71,1,21,1683,9
8,1,0:10:47,19434,4,4,10,short service,0,1,2,7,0.370731707,-0.385625,,,8,168.4,628.31,8,221.2,268.85,1,21,1684,22
8,2,0:10:48,19457,4,4,19,net shot,0,1,2,2,-1.240243902,0.27703125,,,8,194.1,337.59,8,183.3,643.99,1,21,1684,22
8,3,0:10:49,19482,4,4,10,lob,0,1,1,3,-1.012195122,-1.444895833,,,7,109.3,563.46,8,160.5,309.21,1,21,1684,22
8,4,0:10:50,19520,4,4,19,drop,0,0,2,2,-1.290243902,0.576927083,,,3,96.3,167.58,8,169.6,653.21,1,21,1684,22
8,5,0:10:51,19543,4,4,10,net shot,0,1,2,7,-0.748780488,-0.169375,,,6,90.8,625.07,8,135.2,236.55,1,21,1684,22
8,6,0:10:52,19566,4,4,19,push/rush,0,0,1,8,-0.853658537,1.012916667,,,7,125.4,394.08,8,146.5,643.39,1,21,1684,22
8,7,0:10:52,19578,4,4,10,defensive shot,0,1,1,9,-0.713414634,-1.422864583,,,8,180.3,660.83,8,121.1,359.74,1,21,1684,22
8,8,0:10:53,19609,4,4,19,drop,0,0,2,2,-0.997560976,0.556979167,,,8,129.9,212.02,8,179.3,673.63,1,21,1684,22
8,9,0:10:54,19632,4,4,10,lob,0,1,1,4,1.020731707,-1.461458333,,,8,113.2,607.51,8,151.8,243.77,1,21,1684,22
8,10,0:10:55,19670,4,4,19,clear,1,0,1,3,1.081707317,1.669375,,,9,209,196.08,8,196.6,668.44,1,21,1684,22
8,11,0:10:57,19714,4,4,10,drop,0,0,2,8,-0.667073171,-0.826510417,,,9,247.7,788.78,8,187.8,258.11,1,21,1684,22
8,12,0:10:57,19730,4,4,19,net shot,0,0,2,2,-1.090243902,0.385208333,,,8,156.5,293.32,9,251.3,779.94,1,21,1684,22
8,13,0:10:58,19761,4,4,10,lob,0,1,1,9,0.868292683,-1.520572917,,,7,109.9,584.8,8,158.4,296.55,1,21,1684,22
8,14,0:11:00,19804,4,4,19,clear,1,0,1,4,-1.068292683,1.656927083,,,9,214.6,185.31,8,198.6,664.81,1,21,1684,22
8,15,0:11:01,19846,4,4,10,smash,0,0,2,5,-1.246341463,-0.94796875,,,9,115.6,758.24,8,164.5,267.53,1,21,1684,22
8,16,0:11:02,19861,4,4,19,defensive shot,0,0,2,2,-0.982926829,0.362552083,,,8,112.8,295.51,6,101.1,753.35,1,21,1684,22
8,17,0:11:03,19891,4,4,10,lob,0,1,1,6,1.086585366,-1.329479167,,,7,111.3,591.09,8,137.5,296.08,1,21,1684,22
8,18,0:11:04,19925,4,4,19,smash,1,0,2,5,1.22195122,0.988385417,,,8,219.5,231.67,8,184.7,659.05,1,21,1684,22
8,19,0:11:04,19939,4,4,10,defensive shot,0,0,2,7,0.8,-0.485,,,8,238.9,676.37,8,228,214.4,1,21,1684,22
8,20,0:11:05,19962,4,4,19,net shot,0,1,2,2,-0.940243902,0.206197917,,,8,221.3,310.58,8,231.7,678.05,1,21,1684,22
8,21,0:11:06,19990,4,4,10,lob,0,1,1,9,0.790243902,-1.48296875,,,7,120.8,576.55,8,183.1,303.44,1,21,1684,22
8,22,0:11:07,20039,4,4,19,drop,0,0,2,10,-1.669512195,0.529635417,out,10,9,216.8,178.01,8,205.7,670.41,1,21,1684,22
9,1,0:11:30,20722,5,4,10,short service,0,1,2,7,-0.391463415,-0.43640625,,,8,185.3,620.72,8,140.5,286.54,1,21,1685,5
9,2,0:11:31,20744,5,4,19,lob,0,0,1,8,-0.690243902,1.099427083,,,8,148.4,333.56,8,192.6,636.47,1,21,1685,5
9,3,0:11:32,20762,5,4,10,smash,0,1,2,5,-1.254878049,-0.719583333,,,8,150.9,664.06,8,154.8,309.08,1,21,1685,5
9,4,0:11:32,20784,5,4,19,defensive shot,0,0,1,7,-0.55,0.24609375,,,8,104.1,335.61,8,133.5,648.87,1,21,1685,5
9,5,0:11:33,20805,5,4,10,push/rush,0,0,2,5,-1.073170732,-1.04828125,opponent's ball landed,10,8,124.2,605.67,5,102.5,317.24,1,21,1685,5
11,1,0:12:21,22230,7,4,10,short service,0,1,2,1,-0.913414634,-0.2540625,,,8,187.3,618.77,8,138.8,273.51,1,21,1687,5
11,2,0:12:21,22252,7,4,19,lob,0,0,1,8,0.663414634,1.080260417,,,8,131.3,357.03,8,188.8,624.73,1,21,1687,5
11,3,0:12:22,22272,7,4,10,smash,0,0,2,6,1.097560976,-0.908385417,,,8,194.2,666.58,8,154.3,315.3,1,21,1687,5
11,4,0:12:22,22283,7,4,19,defensive shot,0,1,1,5,0.948780488,1.1565625,,,8,153.9,290.06,8,233.2,674.47,1,21,1687,5
11,5,0:12:23,22308,7,4,10,smash,0,0,2,6,1.37195122,-0.839583333,opponent's ball landed,10,8,246.3,695.97,8,180.6,267.9,1,21,1687,5
12,1,0:12:42,22874,8,4,10,long service,0,1,1,9,0.774390244,-1.388489583,,,8,168.3,614.47,8,224.2,275.48,1,21,1688,20
12,2,0:12:43,22905,8,4,19,drop,0,0,2,5,1.348780488,0.7153125,,,8,212,245.2,8,207.2,664.95,1,21,1688,20
12,3,0:12:44,22928,8,4,10,net shot,0,0,1,7,-0.664634146,-0.251875,,,5,258.4,647.1,8,203.2,265.12,1,21,1688,20
12,4,0:12:45,22955,8,4,19,push/rush,0,0,2,8,0.404878049,1.040625,,,7,134.7,388.68,8,209.5,650.09,1,21,1688,20
12,5,0:12:45,22969,8,4,10,defensive shot,0,0,1,6,1.343902439,-1.363854167,,,8,184.6,670.08,7,143.2,394.45,1,21,1688,20
12,6,0:12:46,23004,8,4,19,drop,0,1,2,7,0.809756098,0.57046875,,,6,266.5,229.33,8,209.2,664.98,1,21,1688,20
12,7,0:12:47,23027,8,4,10,lob,0,0,1,3,-0.92804878,-1.42515625,,,8,226.7,635.1,8,215.6,288.26,1,21,1688,20
12,8,0:12:48,23059,8,4,19,smash,0,0,2,6,-1.080487805,0.992083333,,,9,110.4,193.66,8,188.1,649.75,1,21,1688,20
12,9,0:12:49,23072,8,4,10,defensive shot,0,1,1,1,-1.035365854,-0.213229167,,,8,188.5,660.96,8,121.7,208.28,1,21,1688,20
12,10,0:12:49,23095,8,4,19,net shot,0,0,2,2,-1.369512195,0.383072917,,,7,108,390.93,8,165.6,684.18,1,21,1688,20
12,11,0:12:50,23123,8,4,10,lob,0,1,1,9,0.601219512,-1.504166667,,,2,74,592.52,8,149.3,315.19,1,21,1688,20
12,12,0:12:52,23175,8,4,19,smash,0,0,2,8,0.256097561,0.90296875,,,9,210.7,174.16,8,208.1,670.45,1,21,1688,20
12,13,0:12:52,23188,8,4,10,defensive shot,0,0,1,7,-0.630487805,-0.498020833,,,8,224.4,668.88,9,212.2,203.35,1,21,1688,20
12,14,0:12:53,23209,8,4,19,net shot,0,0,2,1,0.981707317,0.515885417,,,8,132.7,324.07,8,181.3,668.2,1,21,1688,20
12,15,0:12:54,23238,8,4,10,lob,0,0,1,9,-0.847560976,-1.443177083,,,5,252.2,611.87,8,182.5,300.27,1,21,1688,20
12,16,0:12:55,23276,8,4,19,drop,0,0,2,1,1.029268293,0.493645833,,,9,119.1,171.87,8,194.5,642.26,1,21,1688,20
12,17,0:12:56,23300,8,4,10,net shot,0,0,2,2,1.118292683,-0.2084375,,,8,245.1,595.46,8,156.3,233.61,1,21,1688,20
12,18,0:12:57,23328,8,4,19,net shot,0,1,2,7,-0.834146341,0.14484375,,,7,242.9,376.79,8,213.9,617.23,1,21,1688,20
12,19,0:12:58,23357,8,4,10,lob,0,1,1,6,1.048780488,-1.348385417,,,7,126.9,534.94,8,173.8,346.13,1,21,1688,20
12,20,0:13:00,23420,8,4,19,smash,0,0,2,7,-0.263414634,-0.017552083,touched the net,10,8,244.9,207.72,8,217.2,683.2,1,21,1688,20
19,1,0:18:00,32417,14,5,10,short service,0,1,2,7,0.506097561,-0.472760417,,,8,167.4,620.42,8,225,248.89,1,21,1695,19
19,2,0:18:01,32439,14,5,19,lob,0,1,1,4,-0.91097561,1.65015625,,,8,193,325.41,8,175.4,636.19,1,21,1695,19
19,3,0:18:02,32477,14,5,10,smash,0,0,2,6,1.27195122,-1.042239583,,,8,117.8,750.44,8,140.7,270.27,1,21,1695,19
19,4,0:18:03,32496,14,5,19,defensive shot,0,1,2,7,0.856097561,0.232864583,,,8,160.1,277.27,9,115.1,764.41,1,21,1695,19
19,5,0:18:04,32528,14,5,10,lob,0,0,1,4,0.982926829,-1.500104167,,,7,238.3,554.83,8,211.5,300.92,1,21,1695,19
19,6,0:18:05,32572,14,5,19,drop,0,0,2,5,1.07195122,0.745,,,9,238.5,182.24,8,203.6,675.82,1,21,1695,19
19,7,0:18:06,32596,14,5,10,lob,0,0,1,4,1.137804878,-1.479270833,,,8,236.8,650.53,8,218.3,228.17,1,21,1695,19
19,8,0:18:07,32634,14,5,19,clear,0,0,1,3,1.124390244,1.528020833,,,8,239,204.01,8,222.5,668.85,1,21,1695,19
19,9,0:18:09,32686,14,5,10,smash,0,0,2,6,1.120731707,-1.026510417,,,3,263.1,761.87,8,178,287.4,1,21,1695,19
19,10,0:18:10,32701,14,5,19,defensive shot,0,1,2,1,0.958536585,0.3540625,,,8,170.5,296.82,8,251.1,729.85,1,21,1695,19
19,11,0:18:10,32728,14,5,10,lob,0,0,1,9,0.859756098,-1.520677083,,,7,232,591.09,8,195.2,287.79,1,21,1695,19
19,12,0:18:12,32768,14,5,19,clear,0,0,1,9,0.895121951,1.621875,,,9,229.7,178.34,8,210.7,661.32,1,21,1695,19
19,13,0:18:13,32811,14,5,10,drop,0,0,2,5,-1.058536585,-0.830260417,,,5,265.4,755.68,8,185.8,264.72,1,21,1695,19
19,14,0:18:14,32832,14,5,19,net shot,0,0,2,2,-1.48902439,0.428645833,,,8,122.7,305.22,8,214.9,712.66,1,21,1695,19
19,15,0:18:15,32863,14,5,10,lob,0,1,1,4,1.382926829,-1.457604167,,,2,85.6,575.93,8,138.1,292.9,1,21,1695,19
19,16,0:18:17,32910,14,5,19,clear,1,0,1,9,-0.436585366,1.590520833,,,9,234.9,167.32,8,194.7,670.24,1,21,1695,19
19,17,0:18:18,32952,14,5,10,clear,0,0,1,4,1.001219512,-1.44265625,,,9,167.4,762.07,8,175.5,271.08,1,21,1695,19
19,18,0:18:19,32983,14,5,19,clear,1,0,1,3,1.403658537,1.553802083,,,8,217,228.14,8,191.1,733.87,1,21,1695,19
19,19,0:18:20,33023,14,5,10,smash,0,0,2,6,1.519512195,-1.288229167,opponent's ball landed,10,3,287,774.42,8,196.9,248.23,1,21,1695,19
23,1,0:20:16,36484,16,7,10,short service,0,1,2,7,-0.5,-0.335572917,,,8,186.4,612.77,8,136.8,270.18,1,21,1699,17
23,2,0:20:16,36508,16,7,19,net shot,0,0,2,1,1.131707317,0.4140625,,,8,140.1,345.4,8,186.8,620.75,1,21,1699,17
23,3,0:20:17,36534,16,7,10,lob,0,0,1,4,1.158536585,-1.384479167,,,7,221.4,588.82,8,182.5,300.27,1,21,1699,17
23,4,0:20:18,36560,16,7,19,clear,0,1,1,9,0.826829268,1.613697917,,,6,256.4,218.61,8,211.6,644.45,1,21,1699,17
23,5,0:20:19,36598,16,7,10,clear,0,0,1,4,1.047560976,-1.557447917,,,9,249.3,764.75,8,193.4,278.04,1,21,1699,17
23,6,0:20:21,36650,16,7,19,clear,0,0,1,4,-0.886585366,1.548125,,,9,243.9,163.8,8,210,650.1,1,21,1699,17
23,7,0:20:23,36691,16,7,10,clear,0,0,1,4,1.029268293,-1.538229167,,,8,125.3,731.28,8,164.5,270.82,1,21,1699,17
23,8,0:20:24,36740,16,7,19,drop,0,0,2,5,1.162195122,0.724583333,,,9,240.1,174.9,8,190.8,673.81,1,21,1699,17
23,9,0:20:25,36763,16,7,10,net shot,0,0,2,1,-0.967073171,-0.1303125,,,5,252.6,639.38,8,236.1,211.06,1,21,1699,17
23,10,0:20:26,36791,16,7,19,net shot,0,0,2,7,0.932926829,0.196510417,,,7,115.3,379.79,8,191.6,642.21,1,21,1699,17
23,11,0:20:27,36818,16,7,10,lob,0,0,1,9,0.640243902,-1.46546875,,,7,225.4,547.96,8,168.2,334,1,21,1699,17
23,12,0:20:28,36857,16,7,19,smash,0,0,2,6,-1.181707317,0.90296875,,,8,213.5,206.95,8,208,632.86,1,21,1699,17
23,13,0:20:29,36872,16,7,10,defensive shot,0,1,2,1,-1.024390244,-0.22703125,,,8,199.2,655.56,8,209.9,221,1,21,1699,17
23,14,0:20:30,36901,16,7,19,push/rush,0,0,1,8,0.837804878,1.043541667,,,8,108.2,356.53,8,129.8,654.45,1,21,1699,17
23,15,0:20:30,36918,16,7,10,defensive shot,0,0,1,2,0.946341463,-0.182291667,,,8,161.7,643.64,8,119.4,347.92,1,21,1699,17
23,16,0:20:31,36941,16,7,19,push/rush,0,1,2,8,0.302439024,0.9528125,,,7,242.2,393.73,5,271.4,637.76,1,21,1699,17
23,17,0:20:31,36954,16,7,10,defensive shot,0,0,2,10,3.151219512,0.576927083,out,10,8,241.1,603.59,7,218.3,376.27,1,21,1699,17
28,1,0:22:31,40559,19,9,10,long service,0,1,1,9,-0.812195122,-1.499947917,,,8,185.8,622.71,8,131.6,266.76,1,21,1704,6
28,2,0:22:33,40592,19,9,19,clear,0,0,1,4,-1.198780488,1.617395833,,,9,111.6,190.06,8,195.8,659.23,1,21,1704,6
28,3,0:22:34,40640,19,9,10,smash,0,0,2,5,-1.256097561,-0.914583333,,,6,99.4,748.6,8,153.8,283.62,1,21,1704,6
28,4,0:22:35,40654,19,9,19,defensive shot,0,0,2,2,-1.248780488,0.566197917,,,8,129,286.28,6,98.3,751.74,1,21,1704,6
28,5,0:22:35,40679,19,9,10,push/rush,0,1,2,3,-1.41097561,-1.506354167,,,7,105.5,588.91,8,121.9,302.06,1,21,1704,6
28,6,0:22:37,40710,19,9,19,drop,0,0,2,1,-1.37195122,0.0125,touched the net,10,3,102.5,197.07,8,127.6,613.79,1,21,1704,6
34,1,0:25:23,45690,20,14,19,short service,0,1,2,7,-0.248780488,0.320885417,,,8,182.5,312.82,8,118.2,690.51,1,21,1710,6
34,2,0:25:23,45712,20,14,10,lob,0,0,1,3,-1.180487805,-1.465677083,,,7,129.7,563.82,8,168,306.25,1,21,1710,6
34,3,0:25:24,45745,20,14,19,clear,0,0,1,8,0.893902439,1.4859375,,,3,87.1,174.78,8,164.5,632.14,1,21,1710,6
34,4,0:25:26,45782,20,14,10,smash,0,0,2,6,0.986585366,-0.959739583,,,3,252.2,760.16,8,178.7,264.55,1,21,1710,6
34,5,0:25:26,45794,20,14,19,defensive shot,0,1,2,1,1.151219512,0.331875,,,8,162.8,287.05,3,271,761.98,1,21,1710,6
34,6,0:25:27,45817,20,14,10,lob,0,0,2,10,1.524390244,-1.710833333,out,10,7,239.4,576.5,8,179.3,293.84,1,21,1710,6
2,1,0:30:03,54090,2,0,10,short service,0,1,2,7,-0.225609756,0.54046875,,,8,181.2,340.31,8,126.9,695.89,2,21,1714,7
2,2,0:30:03,54112,2,0,19,drive,0,1,2,8,0.793902439,-0.8946875,,,8,165.5,636.03,8,159.2,306.05,2,21,1714,7
2,3,0:30:04,54125,2,0,10,defensive shot,0,1,2,1,1.217073171,0.584583333,,,8,150.1,293.17,8,185.7,653.47,2,21,1714,7
2,4,0:30:04,54146,2,0,19,lob,0,0,1,5,-1.224390244,-1.3165625,,,8,244.3,637.32,8,189.8,331.44,2,21,1714,7
2,5,0:30:05,54179,2,0,10,drive,0,0,2,6,-1.101219512,1.133854167,,,5,88.7,238.86,8,189.7,689.85,2,21,1714,7
2,6,0:30:06,54194,2,0,19,defensive shot,0,1,2,1,-1.059756098,-0.47203125,,,8,167.3,664.32,5,94.1,242.41,2,21,1714,7
2,7,0:30:07,54216,2,0,10,net shot,0,0,2,7,-0.231707317,0.248645833,opponent's ball landed,10,5,99.5,365.1,8,150.1,687.48,2,21,1714,7
3,1,0:30:27,54813,2,1,10,short service,0,1,2,1,0.943902439,0.60453125,,,8,164.7,354.81,8,209.2,683.07,2,21,1715,8
3,2,0:30:27,54835,2,1,19,net shot,0,0,2,2,1.148780488,-0.364166667,,,8,216.1,611.26,8,159,336.82,2,21,1715,8
3,3,0:30:28,54864,2,1,10,net shot,0,1,2,2,-0.964634146,0.523697917,,,7,235.3,370.89,8,199.8,651.82,2,21,1715,8
3,4,0:30:29,54894,2,1,19,lob,0,1,1,8,0.91097561,-1.368385417,,,7,125.7,580.87,8,172.6,357.92,2,21,1715,8
3,5,0:30:31,54938,2,1,10,smash,1,0,2,5,1.025609756,1.035260417,,,8,224.5,221.35,8,202.8,717.53,2,21,1715,8
3,6,0:30:31,54954,2,1,19,defensive shot,0,0,2,1,-1.318292683,-0.285729167,,,8,223.8,709.4,8,216.3,231.59,2,21,1715,8
3,7,0:30:32,54986,2,1,10,net shot,0,0,1,2,-1.129268293,0.384895833,,,1,99.4,373.75,8,156.1,654.87,2,21,1715,8
3,8,0:30:33,55008,2,1,19,push/rush,0,1,2,3,-0.931707317,-1.463072917,opponent's ball landed,10,6,98.8,603.21,5,80.1,364.68,2,21,1715,8
4,1,0:30:58,55756,2,2,19,long service,0,1,1,8,0.919512195,-1.368333333,,,8,168.1,649.43,8,230.9,285.39,2,21,1716,10
4,2,0:30:59,55791,2,2,10,smash,1,0,2,8,0.602439024,0.844947917,,,8,224.7,235.24,8,199,695.25,2,21,1716,10
4,3,0:31:00,55805,2,2,19,defensive shot,0,0,2,5,-1.024390244,-0.531666667,,,8,209.5,690.16,8,209,231.42,2,21,1716,10
4,4,0:31:01,55835,2,2,10,net shot,0,0,2,7,0.809756098,0.293229167,,,8,109.7,323.56,8,156.4,671.45,2,21,1716,10
4,5,0:31:01,55858,2,2,19,drive,0,0,1,8,-0.153658537,-0.821614583,,,8,207.8,596.88,8,132.8,308.59,2,21,1716,10
4,6,0:31:02,55869,2,2,10,drive,0,0,1,7,-0.425609756,0.583385417,,,8,142.5,342.46,8,201.4,617.02,2,21,1716,10
4,7,0:31:02,55878,2,2,19,defensive shot,0,1,1,5,-1.27195122,-1.20828125,,,8,208.7,623.09,8,152.7,327.57,2,21,1716,10
4,8,0:31:03,55917,2,2,10,smash,0,0,2,6,-1.267073171,1.11421875,,,5,72.9,238.49,8,178.4,701.87,2,21,1716,10
4,9,0:31:04,55928,2,2,19,defensive shot,0,1,2,9,0.904878049,-1.46265625,,,8,182.6,696.74,5,70.3,210.58,2,21,1716,10
4,10,0:31:05,55963,2,2,10,defensive shot,0,1,2,10,3.020731707,-0.585885417,not pass over the net,10,8,178.1,303.33,8,180.3,662.68,2,21,1716,10
6,1,0:32:16,58096,3,3,19,short service,0,1,2,7,0.146341463,-0.387604167,,,8,168.2,655.06,8,223.2,310.62,2,21,1718,7
6,2,0:32:17,58115,3,3,10,push/rush,0,0,1,5,0.951219512,1.100989583,,,7,212.6,390.31,8,180.3,645.84,2,21,1718,7
6,3,0:32:18,58140,3,3,19,smash,0,0,2,6,1.112195122,-1.026614583,,,8,202.4,714.16,8,189.8,343.49,2,21,1718,7
6,4,0:32:18,58151,3,3,10,defensive shot,0,1,2,1,1.142682927,0.425729167,,,8,228.8,252.36,8,249.3,750.74,2,21,1718,7
6,5,0:32:19,58178,3,3,19,net shot,0,0,2,7,0.031707317,-0.302291667,,,8,247.5,633.51,8,236.2,282.27,2,21,1718,7
6,6,0:32:20,58201,3,3,10,lob,0,1,1,9,-0.709756098,1.549166667,,,7,146.7,366.11,8,197.8,653.66,2,21,1718,7
6,7,0:32:21,58250,3,3,19,smash,1,0,2,10,-1.569512195,-1.247291667,out,10,9,129.8,778.27,8,136.2,270.17,2,21,1718,7
7,1,0:32:44,58949,4,3,10,short service,0,1,2,7,-0.281707317,0.562291667,,,8,186.1,346.4,8,129.4,709.69,2,21,1719,8
7,2,0:32:45,58971,4,3,19,net shot,0,1,2,2,1.057317073,-0.2790625,,,8,166.9,628.28,8,177.5,337.22,2,21,1719,8
7,3,0:32:46,58991,4,3,10,push/rush,0,1,1,8,-0.695121951,1.409739583,,,7,232.9,387.93,8,189.7,630.61,2,21,1719,8
7,4,0:32:47,59025,4,3,19,drop,1,0,1,1,-0.885365854,-0.485364583,,,9,144.2,764.82,8,158.9,330.76,2,21,1719,8
7,5,0:32:48,59046,4,3,10,net shot,0,0,2,1,1.263414634,0.438229167,,,5,99.4,329.45,8,143.9,742.87,2,21,1719,8
7,6,0:32:49,59073,4,3,19,push/rush,0,0,1,6,1.201219512,-0.9915625,,,8,241.6,613.7,8,173.1,321.9,2,21,1719,8
7,7,0:32:49,59094,4,3,10,smash,1,0,2,5,1.125609756,1.0359375,,,8,190.1,294.08,8,225.9,654.12,2,21,1719,8
7,8,0:32:50,59106,4,3,19,defensive shot,0,0,2,7,0.8,0.132916667,touched the net,10,8,232.8,694.02,8,180,297.04,2,21,1719,8
8,1,0:33:15,59850,5,3,10,short service,0,1,2,1,0.974390244,0.615729167,,,8,160.6,363.5,8,210.8,675.93,2,21,1720,18
8,2,0:33:15,59877,5,3,19,lob,0,0,1,6,0.976829268,-1.367708333,,,8,224.3,607.36,8,155,318.41,2,21,1720,18
8,3,0:33:17,59914,5,3,10,smash,1,0,2,5,1.145121951,0.987864583,,,8,229.9,217.97,8,201.6,709.07,2,21,1720,18
8,4,0:33:17,59929,5,3,19,defensive shot,0,0,2,8,0.904878049,-0.574791667,,,8,218.2,695.55,9,225,200.08,2,21,1720,18
8,5,0:33:18,59956,5,3,10,push/rush,0,1,1,4,-0.956097561,1.547708333,,,7,214.1,401.48,8,212.3,674.14,2,21,1720,18
8,6,0:33:19,59989,5,3,19,clear,1,0,1,8,0.623170732,-1.334270833,,,8,126.2,756.83,8,160.7,327.75,2,21,1720,18
8,7,0:33:21,60035,5,3,10,smash,1,0,2,5,1.17804878,0.939166667,,,8,213.3,214.05,8,186.7,713.93,2,21,1720,18
8,8,0:33:21,60049,5,3,19,defensive shot,0,0,2,2,0.993902439,-0.336666667,,,8,212.4,686.67,8,203.4,251.76,2,21,1720,18
8,9,0:33:22,60074,5,3,10,net shot,0,1,2,2,-1.196341463,0.407708333,,,7,243.5,390.96,8,223.1,665.2,2,21,1720,18
8,10,0:33:23,60104,5,3,19,lob,0,1,1,6,0.936585366,-1.294270833,,,6,95.5,607.21,7,176.4,392.36,2,21,1720,18
8,11,0:33:25,60151,5,3,10,smash,1,0,2,8,0.785365854,0.83609375,,,8,216.4,224.65,8,199.6,690.01,2,21,1720,18
8,12,0:33:25,60166,5,3,19,defensive shot,0,0,1,5,-0.891463415,-0.911041667,,,8,223.8,707.7,8,234.4,259.2,2,21,1720,18
8,13,0:33:26,60186,5,3,10,clear,0,0,1,6,-1.257317073,1.43140625,,,8,160.6,315.44,8,198.9,700.46,2,21,1720,18
8,14,0:33:27,60217,5,3,19,clear,1,0,1,9,0.265853659,-1.412604167,,,8,116.2,737.65,8,113.9,320.58,2,21,1720,18
8,15,0:33:28,60265,5,3,10,smash,1,0,2,6,-1.287804878,1.019583333,,,8,181.3,206.17,8,185.5,684.48,2,21,1720,18
8,16,0:33:29,60283,5,3,19,defensive shot,0,1,1,5,-1.384146341,-0.932552083,,,8,197.1,670.28,8,161.1,254.13,2,21,1720,18
8,17,0:33:30,60312,5,3,10,clear,0,0,1,4,-1.134146341,1.594270833,,,5,82.8,291.64,8,140.2,689.09,2,21,1720,18
8,18,0:33:32,60372,5,3,19,drop,0,0,2,2,-1.306097561,0.140989583,touched the net,10,10,83.9,820.76,8,148.9,324.43,2,21,1720,18
9,1,0:34:10,61520,6,3,10,short service,0,1,2,7,-0.308536585,0.53984375,,,8,181.2,352.22,8,126.2,701.08,2,21,1721,30
9,2,0:34:11,61541,6,3,19,net shot,0,1,2,2,1.013414634,-0.2653125,,,8,168.7,602.36,8,167.4,315.6,2,21,1721,30
9,3,0:34:12,61565,6,3,10,push/rush,0,1,1,5,1.067073171,1.238854167,,,7,233.4,390.75,8,193.7,632.62,2,21,1721,30
9,4,0:34:12,61589,6,3,19,drive,0,0,1,8,0.151219512,-0.7221875,,,8,218.6,724.43,8,191.6,340.54,2,21,1721,30
9,5,0:34:13,61602,6,3,10,drive,0,0,1,8,-0.476829268,0.947447917,,,8,173,306.36,8,244.1,755.38,2,21,1721,30
9,6,0:34:13,61619,6,3,19,defensive shot,0,1,2,8,-0.508536585,-0.542083333,,,8,204.6,675.83,8,153.6,309.06,2,21,1721,30
9,7,0:34:14,61637,6,3,10,net shot,0,0,2,7,0.470731707,0.45515625,,,8,129.4,336.17,8,150.9,643.46,2,21,1721,30
9,8,0:34:15,61661,6,3,19,net shot,0,0,2,2,1.118292683,-0.250364583,,,8,187.9,610.79,8,150.4,305.85,2,21,1721,30
9,9,0:34:16,61696,6,3,10,net shot,0,1,2,1,1.207317073,0.272239583,,,7,236,399.17,8,194.9,610.91,2,21,1721,30
